,"Полож.пед.акселер.,%","Давл.масла двиг.,кПа","Темп.масла двиг.,°С","Обор.двиг.,об/мин",КПП. Температура масла,КПП. Давление масла в системе смазки,Скорость,ДВС. Давление смазки,ДВС. Температура охлаждающей жидкости,"Давление в пневмостистеме (spn46), кПа",Электросистема. Напряжение,ДВС. Частота вращения коленчатого вала,Нейтраль КПП (spn3843),Стояночный тормоз (spn3842),Аварийная температура охлаждающей жидкости (spn3841),Засоренность воздушного фильтра (spn3840),Засоренность фильтра КПП (spn3847),Аварийное давление масла ДВС (spn3846),Засоренность фильтра ДВС (spn3845),Засоренность фильтра рулевого управления (spn3844),Засоренность фильтра навесного оборудования (spn3851),Недопустимый уровень масла в гидробаке (spn3850),Аварийная температура масла в гидросистеме (spn3849),Аварийное давление в I контуре тормозной системы (spn3848),Аварийное давление в II контуре тормозной системы (spn3855),Зарядка АКБ (spn3854),Отопитель (spn3853),Выход блока управления двигателем (spn3852),Включение тормозков (spn3859),Засоренность фильтра слива (spn3858),Аварийная температура масла ДВС(spn3856),Низкий уровень ОЖ (spn3860),Аварийная температура масла ГТР (spn3867),Подогрев топливного фильтра (spn3865)
13427,77.2,400,-273.0,1626.0,-273,1184,10.4,400,82,784,27.9,1626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428,74.4,400,-273.0,1594.25,-273,1184,10.5,400,82,784,27.9,1594.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447,74.4,400,-273.0,1610.75,-273,1184,10.4,400,82,768,27.85,1610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13454,76.4,420,-273.0,1661.0,-273,1184,10.7,420,82,768,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13468,75.2,400,-273.0,1607.5,-273,1184,10.6,400,82,768,27.9,1607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13473,75.2,400,-273.0,1604.125,-273,1168,10.5,400,83,768,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,75.2,400,-273.0,1626.375,-273,1168,0.0,400,82,768,27.9,1626.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,75.2,400,-273.0,1628.0,-273,1168,10.6,400,82,768,27.85,1628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,76.4,408,-273.0,1670.0,-273,1168,10.6,408,82,784,27.9,1670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,79.2,420,-273.0,1675.25,-273,1168,10.9,420,82,784,27.9,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,74.8,408,-273.0,1628.0,-273,1168,10.7,408,82,784,27.9,1628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645,78.4,408,-273.0,1678.875,-273,1168,10.8,408,83,784,27.9,1678.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,79.6,408,-273.0,1686.0,-273,1184,11.0,408,82,784,27.85,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,77.2,400,-273.0,1643.5,-273,1184,0.0,400,82,784,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651,76.4,400,-273.0,1640.0,-273,1168,0.0,400,83,784,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,78.8,408,-273.0,1687.25,-273,1184,11.0,408,82,784,27.85,1687.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654,78.0,400,-273.0,1675.25,-273,1168,10.7,400,82,784,27.85,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13684,76.4,400,-273.0,1655.0,-273,1152,0.0,400,83,784,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13686,78.4,400,-273.0,1669.25,-273,1168,0.0,400,83,784,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13840,77.2,420,-273.0,1643.5,-273,1184,12.7,420,83,784,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13859,73.6,400,-273.0,1635.5,-273,1168,12.6,400,83,784,27.9,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13861,77.6,400,-273.0,1647.0,-273,1168,12.7,400,83,784,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13874,74.8,400,-273.0,1625.25,-273,1168,0.0,400,83,768,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13875,76.0,388,-273.0,1615.125,-273,1184,12.8,388,83,768,27.9,1615.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13888,75.2,400,-273.0,1658.625,-273,1168,12.6,400,83,768,27.85,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14002,77.6,408,-273.0,1602.0,-273,1200,12.7,408,83,784,27.9,1602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14010,77.2,400,-273.0,1668.0,-273,1184,0.0,400,83,784,27.9,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14017,75.6,408,-273.0,1638.875,-273,1200,0.0,408,83,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14042,75.6,400,-273.0,1616.25,-273,1184,12.7,400,83,784,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14150,76.8,400,-273.0,1645.75,-273,1184,12.9,400,83,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14152,74.4,392,-273.0,1631.0,-273,1168,0.0,392,84,784,27.85,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14198,76.0,388,-273.0,1636.5,-273,1184,12.9,388,83,768,27.9,1636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14221,76.0,388,-273.0,1627.0,-273,1184,0.0,388,83,768,27.9,1627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14237,76.4,396,-273.0,1671.625,-273,1184,0.0,396,83,768,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14245,76.8,400,-273.0,1677.625,-273,1184,0.0,400,82,768,27.9,1677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14424,74.4,420,-273.0,1626.375,-273,1184,12.7,420,83,784,27.9,1626.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14426,76.0,400,-273.0,1609.625,-273,1200,12.9,400,83,784,27.9,1609.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14435,76.4,400,-273.0,1621.875,-273,1168,12.7,400,83,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14436,76.8,408,-273.0,1643.5,-273,1184,12.6,408,83,784,27.8,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14438,77.2,404,-273.0,1688.5,-273,1184,12.8,404,83,784,27.85,1688.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14439,76.4,400,-273.0,1650.5,-273,1168,12.7,400,84,784,27.9,1650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14445,74.0,388,-273.0,1587.875,-273,1168,12.5,388,83,784,27.9,1587.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14446,74.4,388,-273.0,1636.5,-273,1184,12.8,388,83,784,27.9,1636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14449,78.4,400,-273.0,1648.125,-273,1184,0.0,400,84,784,27.9,1648.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14451,77.6,408,-273.0,1649.0,-273,1184,13.1,408,84,784,27.9,1649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14452,76.4,404,-273.0,1656.25,-273,1184,0.0,404,84,784,27.9,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14457,73.6,400,-273.0,1586.75,-273,1184,12.5,400,83,768,27.9,1586.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14458,75.6,400,-273.0,1634.375,-273,1184,12.7,400,84,768,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14461,75.6,400,-273.0,1617.375,-273,1184,0.0,400,83,768,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14504,74.8,388,-273.0,1620.75,-273,1184,0.0,388,83,784,27.9,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14545,76.4,408,-273.0,1641.125,-273,1184,10.8,408,82,768,27.9,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14549,79.6,400,-273.0,1677.625,-273,1184,10.9,400,83,768,27.8,1677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14550,79.6,408,-273.0,1655.0,-273,1168,10.9,408,83,768,27.85,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14615,78.0,400,-273.0,1652.75,-273,1184,0.0,400,83,784,27.9,1652.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14621,75.2,400,-273.0,1636.5,-273,1168,12.8,400,83,784,27.95,1636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14622,76.4,400,-273.0,1651.5,-273,1184,13.0,400,83,784,27.95,1651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14636,76.4,400,-273.0,1643.5,-273,1184,12.9,400,83,768,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14637,76.4,400,-273.0,1642.375,-273,1184,0.0,400,83,768,27.9,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14695,76.8,408,-273.0,1665.625,-273,1200,0.0,408,83,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14733,76.8,420,-273.0,1676.5,-273,1200,10.8,420,82,784,27.85,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14734,77.2,420,-273.0,1654.0,-273,1200,10.7,420,82,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14738,76.4,408,-273.0,1665.625,-273,1200,10.8,408,82,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14741,72.0,388,-273.0,1606.375,-273,1200,10.4,388,83,784,27.85,1606.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14743,76.4,400,-273.0,1607.5,-273,1200,10.6,400,83,784,27.9,1607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14744,78.4,400,-273.0,1684.875,-273,1200,10.9,400,83,784,27.9,1684.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14745,76.4,400,-273.0,1627.5,-273,1200,10.7,400,83,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14746,74.8,380,-273.0,1626.375,-273,1200,10.4,380,83,784,27.9,1626.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14748,78.4,400,-273.0,1671.625,-273,1200,10.7,400,83,784,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14749,77.2,400,-273.0,1710.625,-273,1200,11.0,400,83,784,27.9,1710.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14752,76.0,400,-273.0,1661.0,-273,1200,10.6,400,82,784,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14753,74.8,400,-273.0,1613.0,-273,1200,10.7,400,82,784,27.85,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14754,74.4,380,-273.0,1599.75,-273,1200,10.4,380,83,784,27.9,1599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14756,78.8,400,-273.0,1669.25,-273,1200,0.0,400,82,784,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14757,78.4,388,-273.0,1663.375,-273,1200,10.6,388,82,784,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14759,78.8,400,-273.0,1652.75,-273,1200,10.9,400,82,784,27.9,1652.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14760,75.6,388,-273.0,1618.5,-273,1200,10.6,388,83,784,27.85,1618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14763,76.8,400,-273.0,1669.25,-273,1200,0.0,400,82,784,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14764,77.6,400,-273.0,1668.0,-273,1200,10.9,400,83,784,27.85,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14765,75.6,388,-273.0,1621.875,-273,1200,0.0,388,83,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14769,77.2,388,-273.0,1627.5,-273,1200,10.7,388,84,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14771,76.4,388,-273.0,1661.0,-273,1200,10.7,388,83,784,27.8,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14777,77.6,388,-273.0,1664.5,-273,1200,10.8,388,83,784,27.9,1664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14799,76.0,380,-273.0,1608.5,-273,1184,10.7,380,83,768,27.9,1608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14800,76.0,388,-273.0,1650.5,-273,1184,10.8,388,83,768,27.9,1650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14825,74.0,400,-273.0,1668.0,-273,1200,11.7,400,83,784,27.85,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14841,77.2,380,-273.0,1614.0,-273,1200,11.7,380,83,784,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14844,77.2,388,-273.0,1614.0,-273,1200,11.8,388,83,784,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14853,76.4,400,-273.0,1649.25,-273,1200,12.0,400,83,768,27.9,1649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14904,79.6,408,-273.0,1678.875,-273,1200,11.9,408,83,768,27.85,1678.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14906,79.2,400,-273.0,1670.5,-273,1200,11.7,400,83,768,27.9,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14917,78.8,400,-273.0,1664.5,-273,1200,11.9,400,83,768,27.9,1664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14918,74.4,380,-273.0,1625.25,-273,1184,11.4,380,83,768,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14924,76.4,380,-273.0,1613.0,-273,1184,11.6,380,83,784,27.9,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14938,79.6,388,-273.0,1680.0,-273,1184,11.6,388,83,784,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14948,76.4,380,-273.0,1632.0,-273,1184,11.7,380,83,768,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14951,77.2,384,-273.0,1625.0,-273,1184,11.6,384,83,768,27.9,1625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14957,76.8,388,-273.0,1671.625,-273,1184,11.8,388,83,768,27.9,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14966,72.8,380,-273.0,1593.25,-273,1184,11.6,380,83,784,27.9,1593.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,75.6,388,-273.0,1603.0,-273,1184,11.7,388,83,784,27.9,1603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,75.2,380,-273.0,1659.75,-273,1184,11.5,380,83,784,27.9,1659.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14983,76.4,380,-273.0,1623.0,-273,1184,11.5,380,83,768,27.9,1623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15163,77.2,408,-273.0,1598.625,-273,1200,11.7,408,83,784,27.95,1598.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15164,76.4,400,-273.0,1611.0,-273,1200,11.5,400,82,784,27.95,1611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15165,76.0,404,-273.0,1649.25,-273,1200,11.5,404,82,784,27.95,1649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,75.6,408,-273.0,1641.125,-273,1200,11.7,408,82,784,27.95,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15172,78.8,408,-273.0,1658.625,-273,1200,12.0,408,83,768,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15187,76.4,400,-273.0,1621.875,-273,1200,11.8,400,83,760,27.95,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15197,78.4,400,-273.0,1645.75,-273,1200,11.5,400,83,784,27.95,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15198,78.4,408,-273.0,1657.5,-273,1200,12.0,408,83,784,27.95,1657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15243,74.8,388,-273.0,1631.0,-273,1200,11.4,388,83,784,27.95,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15244,79.2,412,-273.0,1665.625,-273,1200,11.9,412,82,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15255,77.2,400,-273.0,1668.0,-273,1184,0.0,400,82,784,27.9,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15326,79.2,408,-273.0,1676.5,-273,1200,12.0,408,83,784,27.9,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15330,75.2,400,-273.0,1597.5,-273,1200,11.7,400,82,784,27.9,1597.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15332,79.6,408,-273.0,1683.625,-273,1200,12.1,408,83,768,27.9,1683.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15347,76.4,388,-273.0,1613.0,-273,1200,0.0,388,83,784,27.9,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15351,78.8,400,-273.0,1638.875,-273,1200,11.9,400,82,768,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15353,75.6,400,-273.0,1641.125,-273,1200,11.9,400,82,768,27.95,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15356,78.4,400,-273.0,1638.875,-273,1184,0.0,400,82,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15357,74.0,388,-273.0,1617.375,-273,1184,11.7,388,83,768,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15364,78.8,400,-273.0,1642.375,-273,1200,0.0,400,83,784,27.9,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15365,77.2,388,-273.0,1637.75,-273,1200,11.9,388,83,768,27.9,1637.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15368,78.0,400,-273.0,1656.25,-273,1200,11.8,400,83,768,27.9,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15369,78.0,400,-273.0,1666.875,-273,1200,11.9,400,82,768,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15471,76.8,400,-273.0,1692.125,-273,1200,11.9,400,82,784,27.9,1692.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15513,78.0,388,-273.0,1634.375,-273,1200,11.7,388,83,768,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15596,74.8,380,-273.0,1617.375,-273,1200,11.5,380,83,768,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15608,78.0,400,-273.0,1652.75,-273,1200,12.0,400,83,784,27.95,1652.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15761,77.6,420,-273.0,1671.625,-273,1200,10.8,420,82,784,27.85,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15768,76.8,408,-273.0,1669.25,-273,1200,10.7,408,83,768,27.85,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15772,76.0,400,-273.0,1615.0,-273,1184,0.0,400,83,768,27.9,1615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15773,79.2,408,-273.0,1670.5,-273,1184,10.7,408,82,768,27.9,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15774,77.2,408,-273.0,1640.0,-273,1184,10.7,408,82,768,27.85,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15775,76.8,420,-273.0,1682.5,-273,1184,10.8,420,83,768,27.9,1682.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15783,74.8,400,-273.0,1651.5,-273,1168,0.0,400,83,768,27.85,1651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15784,74.8,400,-273.0,1647.0,-273,1200,0.0,400,83,768,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15791,76.4,400,-273.0,1604.125,-273,1184,10.6,400,83,768,27.85,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15796,74.8,400,-273.0,1640.0,-273,1168,10.7,400,82,768,27.85,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15801,76.0,408,-273.0,1620.75,-273,1168,10.7,408,82,768,27.85,1620.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15802,76.4,400,-273.0,1602.0,-273,1168,10.6,400,83,768,27.85,1602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15809,75.6,400,-273.0,1619.625,-273,1184,10.6,400,83,768,27.85,1619.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15811,76.0,400,-273.0,1641.125,-273,1168,10.6,400,83,768,27.85,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15821,76.0,400,-273.0,1671.625,-273,1168,10.6,400,83,768,27.85,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15880,74.0,400,-273.0,1627.5,-273,1168,10.5,400,82,784,27.85,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15882,76.0,420,-273.0,1634.0,-273,1168,10.8,420,83,784,27.9,1634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15886,76.4,408,-273.0,1607.5,-273,1168,10.6,408,82,784,27.9,1607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15887,75.2,400,-273.0,1596.5,-273,1168,10.4,400,83,784,27.8,1596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15890,76.0,400,-273.0,1614.0,-273,1184,10.7,400,83,784,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15891,77.2,408,-273.0,1665.625,-273,1184,0.0,408,83,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15897,77.6,408,-273.0,1697.0,-273,1184,10.8,408,83,784,27.9,1697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15899,76.4,408,-273.0,1605.25,-273,1184,10.6,408,83,784,27.8,1605.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15900,76.8,404,-273.0,1628.625,-273,1168,0.0,404,83,784,27.85,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
